Latitude (decimal degrees):	44.852
Longitude (decimal degrees):	11.207
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230323:0810,2012.46,185.02,227.24,8.0,29.16,12.81,1.24,0.0
20230323:0910,2376.72,199.66,293.68,9.79,37.4,14.97,1.52,0.0
20230323:1010,3708.72,532.7,281.42,14.1,43.39,16.73,1.66,0.0
20230323:1110,3406.2,407.44,338.77,13.59,46.1,17.95,1.45,0.0
20230323:1210,4224.96,786.99,187.93,16.12,44.91,18.92,1.31,0.0
20230323:1310,3837.78,700.28,175.6,14.53,40.1,19.42,0.9,0.0
20230323:1410,3140.82,535.73,159.72,11.67,32.63,19.74,0.62,0.0
20230323:1510,2294.7,384.41,115.08,8.45,23.48,19.88,0.34,0.0
20230323:1610,839.1,105.4,90.44,3.71,13.38,19.62,0.69,0.0
20230323:1710,8.22,0.0,8.88,0.22,2.84,18.25,1.52,0.0
20230323:1810,0.0,0.0,0.0,0.0,0.0,15.86,1.93,0.0
20230323:1910,0.0,0.0,0.0,0.0,0.0,13.87,1.59,0.0
20230323:2010,0.0,0.0,0.0,0.0,0.0,12.72,1.52,0.0
20230323:2110,0.0,0.0,0.0,0.0,0.0,11.49,1.79,0.0
20230323:2210,0.0,0.0,0.0,0.0,0.0,10.61,2.41,0.0
20230323:2310,0.0,0.0,0.0,0.0,0.0,10.43,2.69,0.0
20230324:0010,0.0,0.0,0.0,0.0,0.0,10.28,2.76,0.0
20230324:0110,0.0,0.0,0.0,0.0,0.0,9.91,2.62,0.0
20230324:0210,0.0,0.0,0.0,0.0,0.0,9.44,2.41,0.0
20230324:0310,0.0,0.0,0.0,0.0,0.0,8.92,2.28,0.0
20230324:0410,0.0,0.0,0.0,0.0,0.0,8.43,2.21,0.0
20230324:0510,0.0,0.0,0.0,0.0,0.0,8.06,2.14,0.0
20230324:0610,363.9,29.21,62.29,1.99,9.56,8.35,1.79,0.0
20230324:0710,1789.98,255.62,114.27,6.53,19.9,11.38,1.93,0.0
20230324:0810,1321.26,58.41,213.6,6.1,29.52,13.69,2.14,0.0
20230324:0910,2882.46,324.04,279.89,11.15,37.78,15.55,2.07,0.0
20230324:1010,1627.26,46.63,292.5,7.93,43.79,16.72,1.59,0.0
20230324:1110,4398.36,820.97,183.16,16.65,46.5,17.9,1.86,0.0
20230324:1210,4509.42,871.36,148.41,16.81,45.28,19.32,2.9,0.0
20230324:1310,4031.52,729.8,160.34,14.8,40.42,20.42,3.24,0.0
20230324:1410,3227.4,535.52,157.77,11.71,32.91,20.99,3.24,0.0
20230324:1510,2168.16,330.35,130.43,8.0,23.73,20.73,2.76,0.0
20230324:1610,970.68,146.64,79.37,4.14,13.61,20.1,2.21,0.0
20230324:1710,0.0,0.0,3.55,0.09,3.06,18.39,2.07,0.0
20230324:1810,0.0,0.0,0.0,0.0,0.0,16.25,2.21,0.0
20230324:1910,0.0,0.0,0.0,0.0,0.0,14.41,2.0,0.0
20230324:2010,0.0,0.0,0.0,0.0,0.0,12.81,1.86,0.0
20230324:2110,0.0,0.0,0.0,0.0,0.0,12.15,2.14,0.0
20230324:2210,0.0,0.0,0.0,0.0,0.0,12.04,2.34,0.0
20230324:2310,0.0,0.0,0.0,0.0,0.0,11.42,2.48,0.0
20230325:0010,0.0,0.0,0.0,0.0,0.0,10.71,2.34,0.0
20230325:0110,0.0,0.0,0.0,0.0,0.0,10.06,2.28,0.0
20230325:0210,0.0,0.0,0.0,0.0,0.0,9.25,2.21,0.0
20230325:0310,0.0,0.0,0.0,0.0,0.0,8.72,2.14,0.0
20230325:0410,0.0,0.0,0.0,0.0,0.0,8.45,2.14,0.0
20230325:0510,0.0,0.0,0.0,0.0,0.0,8.37,2.21,0.0
20230325:0610,571.02,85.5,58.1,2.79,9.9,8.77,2.21,0.0
20230325:0710,1894.14,280.21,110.97,6.91,20.25,11.78,2.34,0.0
20230325:0810,3013.08,474.03,149.96,10.68,29.88,14.35,2.9,0.0
20230325:0910,3865.38,657.11,170.02,13.92,38.16,15.9,3.1,0.0
20230325:1010,4448.52,801.36,172.02,16.23,44.19,17.36,3.86,0.0
20230325:1110,4686.24,854.3,176.55,17.14,46.9,18.39,4.62,0.0
20230325:1210,4676.94,875.61,154.27,17.08,45.65,19.58,4.97,0.0
20230325:1310,4173.24,739.9,162.63,15.09,40.75,20.18,5.03,0.0
20230325:1410,3356.22,551.53,156.86,12.03,33.19,20.39,5.03,0.0
20230325:1510,2259.9,342.81,130.72,8.27,23.98,20.05,4.55,0.0
20230325:1610,997.08,149.1,81.18,4.27,13.84,19.27,2.97,0.0
20230325:1710,0.0,0.0,5.33,0.13,3.28,17.82,2.48,0.0
20230325:1810,0.0,0.0,0.0,0.0,0.0,15.88,1.52,0.0
20230325:1910,0.0,0.0,0.0,0.0,0.0,14.47,2.97,0.0
20230325:2010,0.0,0.0,0.0,0.0,0.0,13.38,2.83,0.0
20230325:2110,0.0,0.0,0.0,0.0,0.0,11.78,2.14,0.0
20230325:2210,0.0,0.0,0.0,0.0,0.0,10.48,1.45,0.0
20230325:2310,0.0,0.0,0.0,0.0,0.0,9.54,1.31,0.0
20230326:0010,0.0,0.0,0.0,0.0,0.0,8.35,1.38,0.0
20230326:0110,0.0,0.0,0.0,0.0,0.0,7.58,1.52,0.0
20230326:0210,0.0,0.0,0.0,0.0,0.0,7.17,1.59,0.0
20230326:0310,0.0,0.0,0.0,0.0,0.0,6.98,1.45,0.0
20230326:0410,0.0,0.0,0.0,0.0,0.0,7.04,1.24,0.0
20230326:0510,0.0,0.0,0.0,0.0,0.0,7.08,1.1,0.0
20230326:0610,386.58,29.04,66.5,2.12,10.24,7.81,0.83,0.0
20230326:0710,771.36,26.11,138.66,3.84,20.59,10.78,0.76,0.0
20230326:0810,1873.98,152.21,234.57,7.85,30.24,13.17,0.48,0.0
20230326:0910,3600.66,621.55,182.85,13.7,38.54,14.81,0.07,0.0
20230326:1010,3286.02,402.27,323.1,13.32,44.59,16.23,0.28,0.0
20230326:1110,2970.78,284.9,361.22,12.61,47.29,17.62,0.69,0.0
20230326:1210,4335.24,867.61,154.58,17.05,46.01,18.13,0.69,0.0
20230326:1310,1153.56,10.81,234.04,6.03,41.07,18.43,2.14,0.0
20230326:1410,405.96,0.0,96.75,2.44,33.47,18.8,3.31,0.0
20230326:1510,642.54,6.6,136.63,3.53,24.23,18.53,3.86,0.0
20230326:1610,41.76,0.0,18.64,0.47,14.07,16.44,3.52,0.0
20230326:1710,0.0,0.0,3.55,0.09,3.5,14.26,2.97,0.0
20230326:1810,0.0,0.0,0.0,0.0,0.0,13.15,1.86,0.0
20230326:1910,0.0,0.0,0.0,0.0,0.0,11.83,2.0,0.0
20230326:2010,0.0,0.0,0.0,0.0,0.0,11.29,2.62,0.0
20230326:2110,0.0,0.0,0.0,0.0,0.0,10.93,2.9,0.0
20230326:2210,0.0,0.0,0.0,0.0,0.0,10.35,2.62,0.0
20230326:2310,0.0,0.0,0.0,0.0,0.0,9.37,2.48,0.0
20230327:0010,0.0,0.0,0.0,0.0,0.0,8.76,2.41,0.0
20230327:0110,0.0,0.0,0.0,0.0,0.0,8.27,2.28,0.0
20230327:0210,0.0,0.0,0.0,0.0,0.0,7.78,1.93,0.0
20230327:0310,0.0,0.0,0.0,0.0,0.0,7.3,1.72,0.0
20230327:0410,0.0,0.0,0.0,0.0,0.0,6.73,1.79,0.0
20230327:0510,0.0,0.0,0.0,0.0,0.0,6.3,2.07,0.0
20230327:0610,345.6,17.75,66.85,1.97,10.57,6.79,2.21,0.0
20230327:0710,2095.86,325.15,101.01,7.58,20.94,9.03,2.83,0.0
20230327:0810,3315.36,542.83,130.81,11.58,30.6,11.24,3.93,0.0
20230327:0910,4238.64,745.85,139.47,14.95,38.92,13.61,4.97,0.0
20230327:1010,4805.34,889.84,140.31,17.26,44.98,15.73,5.59,0.0
20230327:1110,4979.82,946.8,142.22,18.19,47.69,17.29,5.38,0.0
20230327:1210,4769.04,919.02,141.9,17.75,46.38,17.81,3.93,0.0
20230327:1310,1861.44,80.53,305.75,8.69,41.39,17.89,2.9,0.0
20230327:1410,3135.3,456.4,204.7,11.65,33.75,17.2,2.9,0.0
20230327:1510,89.04,0.0,30.18,0.76,24.47,16.84,2.62,0.0
20230327:1610,153.36,0.0,44.38,1.12,14.29,15.96,0.83,0.0
20230327:1710,0.0,0.0,2.66,0.07,3.72,13.93,1.59,0.0
20230327:1810,0.0,0.0,0.0,0.0,0.0,11.88,2.14,0.0
20230327:1910,0.0,0.0,0.0,0.0,0.0,11.11,1.38,0.0
20230327:2010,0.0,0.0,0.0,0.0,0.0,10.57,0.41,0.0
20230327:2110,0.0,0.0,0.0,0.0,0.0,9.63,0.55,0.0
20230327:2210,0.0,0.0,0.0,0.0,0.0,7.8,0.97,0.0
20230327:2310,0.0,0.0,0.0,0.0,0.0,7.74,0.34,0.0
20230328:0010,0.0,0.0,0.0,0.0,0.0,7.34,0.07,0.0
20230328:0110,0.0,0.0,0.0,0.0,0.0,4.22,1.31,0.0
20230328:0210,0.0,0.0,0.0,0.0,0.0,3.98,1.72,0.0
20230328:0310,0.0,0.0,0.0,0.0,0.0,3.23,2.0,0.0
20230328:0410,0.0,0.0,0.0,0.0,0.0,2.89,2.14,0.0
20230328:0510,0.0,0.0,0.0,0.0,0.0,2.41,2.14,0.0
20230328:0610,703.2,108.82,60.37,3.4,10.9,2.96,1.52,0.0
20230328:0710,2084.58,311.17,110.88,7.62,21.28,6.39,1.52,0.0
20230328:0810,3236.16,518.64,146.77,11.58,30.96,9.17,1.79,0.0
20230328:0910,4089.0,719.53,158.66,14.98,39.3,11.54,2.0,0.0
20230328:1010,4537.32,847.0,169.4,17.19,45.38,12.88,1.66,0.0
20230328:1110,4647.54,901.09,172.7,18.1,48.08,13.79,1.1,0.0
20230328:1210,4666.98,935.0,141.8,18.1,46.74,14.5,1.31,0.0
20230328:1310,4212.66,781.44,157.5,15.94,41.71,14.96,1.59,0.0
20230328:1410,3437.4,586.21,154.31,12.79,34.02,15.14,1.38,0.0
20230328:1510,2365.92,369.57,129.39,8.9,24.71,15.06,0.97,0.0
20230328:1610,1044.6,148.59,89.0,4.6,14.52,14.76,0.41,0.0
20230328:1710,36.24,1.45,16.56,0.47,3.94,13.58,0.83,0.0
20230328:1810,0.0,0.0,0.0,0.0,0.0,10.88,1.86,0.0
20230328:1910,0.0,0.0,0.0,0.0,0.0,9.44,2.69,0.0
20230328:2010,0.0,0.0,0.0,0.0,0.0,8.43,2.62,0.0
20230328:2110,0.0,0.0,0.0,0.0,0.0,7.48,2.48,0.0
20230328:2210,0.0,0.0,0.0,0.0,0.0,6.48,2.14,0.0
20230328:2310,0.0,0.0,0.0,0.0,0.0,5.81,2.0,0.0
20230329:0010,0.0,0.0,0.0,0.0,0.0,5.62,1.79,0.0
20230329:0110,0.0,0.0,0.0,0.0,0.0,5.03,1.79,0.0
20230329:0210,0.0,0.0,0.0,0.0,0.0,5.63,1.38,0.0
20230329:0310,0.0,0.0,0.0,0.0,0.0,7.13,0.9,0.0
20230329:0410,0.0,0.0,0.0,0.0,0.0,6.0,1.1,0.0
20230329:0510,0.0,0.0,0.0,0.0,0.0,5.49,1.17,0.0
20230329:0610,672.24,100.91,62.33,3.35,11.24,5.69,1.03,0.0
20230329:0710,1934.34,273.59,119.84,7.26,21.62,7.46,1.24,0.0
20230329:0810,2800.62,378.97,195.45,10.42,31.32,9.75,1.17,0.0
20230329:0910,3792.78,634.13,183.67,14.17,39.68,11.8,1.17,0.0
20230329:1010,3960.6,606.51,263.8,15.29,45.78,13.59,1.31,0.0
20230329:1110,4417.02,797.26,204.09,17.12,48.48,14.91,1.45,0.0
20230329:1210,4351.56,800.33,188.0,16.88,47.1,15.91,1.45,0.0
20230329:1310,4003.98,732.67,165.71,15.4,42.02,16.65,1.24,0.0
20230329:1410,3052.56,453.31,200.62,11.67,34.29,17.52,1.59,0.0
20230329:1510,2259.66,356.81,126.7,8.72,24.96,17.78,0.69,0.0
20230329:1610,1018.32,152.01,83.41,4.6,14.74,17.81,0.76,0.0
20230329:1710,47.4,10.19,16.92,0.83,4.16,16.57,1.93,0.0
20230329:1810,0.0,0.0,0.0,0.0,0.0,14.51,2.07,0.0
20230329:1910,0.0,0.0,0.0,0.0,0.0,13.43,2.14,0.0
20230329:2010,0.0,0.0,0.0,0.0,0.0,11.95,2.55,0.0
20230329:2110,0.0,0.0,0.0,0.0,0.0,11.08,2.62,0.0
20230329:2210,0.0,0.0,0.0,0.0,0.0,10.59,2.28,0.0
20230329:2310,0.0,0.0,0.0,0.0,0.0,9.94,1.93,0.0
20230330:0010,0.0,0.0,0.0,0.0,0.0,9.25,1.93,0.0
20230330:0110,0.0,0.0,0.0,0.0,0.0,8.9,2.14,0.0
20230330:0210,0.0,0.0,0.0,0.0,0.0,8.58,2.07,0.0
20230330:0310,0.0,0.0,0.0,0.0,0.0,8.35,1.93,0.0
20230330:0410,0.0,0.0,0.0,0.0,0.0,8.2,1.93,0.0
20230330:0510,0.0,0.0,0.0,0.0,0.0,8.11,1.79,0.0
20230330:0610,207.36,1.11,53.34,1.36,11.57,8.82,1.31,0.0
20230330:0710,1113.54,69.82,161.76,5.07,21.96,11.79,1.93,0.0
20230330:0810,2039.22,175.69,241.09,8.45,31.67,13.08,1.66,0.0
20230330:0910,2019.12,116.8,299.62,9.05,40.06,14.3,1.31,0.0
20230330:1010,2350.5,146.76,345.13,10.55,46.17,15.32,1.03,0.0
20230330:1110,4101.06,670.77,256.93,16.23,48.87,16.91,1.31,0.0
20230330:1210,2864.4,252.87,357.85,12.25,47.47,17.88,1.79,0.0
20230330:1310,3005.58,338.32,307.29,12.27,42.34,18.46,1.72,0.0
20230330:1410,3016.5,451.16,196.3,11.62,34.57,18.89,1.86,0.0
20230330:1510,1669.68,167.09,185.04,7.04,25.2,19.09,2.14,0.0
20230330:1610,1004.58,148.26,83.63,4.6,14.97,18.63,2.14,0.0
20230330:1710,25.32,0.0,14.2,0.36,4.38,17.25,1.79,0.0
20230330:1810,0.0,0.0,0.0,0.0,0.0,15.16,1.86,0.0
20230330:1910,0.0,0.0,0.0,0.0,0.0,13.43,1.59,0.0
20230330:2010,0.0,0.0,0.0,0.0,0.0,11.82,1.31,0.0
20230330:2110,0.0,0.0,0.0,0.0,0.0,10.16,1.86,0.0
20230330:2210,0.0,0.0,0.0,0.0,0.0,9.16,2.0,0.0
20230330:2310,0.0,0.0,0.0,0.0,0.0,8.54,2.07,0.0
20230331:0010,0.0,0.0,0.0,0.0,0.0,8.37,2.14,0.0
20230331:0110,0.0,0.0,0.0,0.0,0.0,8.39,2.07,0.0
20230331:0210,0.0,0.0,0.0,0.0,0.0,7.97,2.07,0.0
20230331:0310,0.0,0.0,0.0,0.0,0.0,7.65,1.86,0.0
20230331:0410,0.0,0.0,0.0,0.0,0.0,7.24,1.59,0.0
20230331:0510,0.0,0.0,0.0,0.0,0.0,7.86,1.1,0.0
20230331:0610,81.0,0.0,27.52,0.69,11.9,8.86,0.48,0.0
20230331:0710,838.14,27.13,150.1,4.18,22.3,10.53,0.9,0.0
20230331:0810,1568.58,83.31,238.4,7.13,32.03,12.52,0.9,0.0
20230331:0910,2275.32,164.28,308.86,9.92,40.44,14.33,0.9,0.0
20230331:1010,2703.48,219.51,352.77,11.71,46.56,15.64,1.03,0.0
20230331:1110,2575.02,175.32,367.71,11.49,49.26,16.69,1.52,0.0
20230331:1210,2122.74,100.04,344.24,9.95,47.83,17.54,1.79,0.0
20230331:1310,1355.76,22.24,263.27,6.93,42.65,18.4,2.07,0.0
20230331:1410,410.4,0.0,97.63,2.46,34.83,18.5,2.34,0.0
20230331:1510,728.64,10.02,150.36,3.93,25.43,18.3,2.55,0.0
20230331:1610,564.18,28.92,101.97,3.04,15.19,17.61,2.34,0.0
20230331:1710,10.92,0.0,9.76,0.25,4.6,16.35,2.07,0.0
20230331:1810,0.0,0.0,0.0,0.0,0.0,14.52,2.21,0.0
20230331:1910,0.0,0.0,0.0,0.0,0.0,13.67,1.38,0.0
20230331:2010,0.0,0.0,0.0,0.0,0.0,12.25,1.79,0.0
20230331:2110,0.0,0.0,0.0,0.0,0.0,11.34,2.0,0.0
20230331:2210,0.0,0.0,0.0,0.0,0.0,11.22,2.14,0.0
20230331:2310,0.0,0.0,0.0,0.0,0.0,11.02,2.83,0.0
20230401:0010,0.0,0.0,0.0,0.0,0.0,11.16,4.07,0.0
20230401:0110,0.0,0.0,0.0,0.0,0.0,11.16,3.52,0.0
20230401:0210,0.0,0.0,0.0,0.0,0.0,10.56,2.83,0.0
20230401:0310,0.0,0.0,0.0,0.0,0.0,9.82,2.55,0.0
20230401:0410,0.0,0.0,0.0,0.0,0.0,9.09,2.48,0.0
20230401:0510,0.0,0.0,0.0,0.0,0.0,8.51,2.28,0.0
20230401:0610,726.96,107.03,68.29,3.76,12.23,8.69,1.79,0.0
20230401:0710,2034.6,297.7,119.41,7.87,22.64,10.79,2.28,0.0
20230401:0810,3124.98,488.31,158.32,11.65,32.38,12.83,2.48,0.0
20230401:0910,3948.42,677.51,174.27,14.95,40.81,14.78,2.41,0.0
20230401:1010,4411.92,808.94,179.68,17.14,46.96,16.55,2.28,0.0
20230401:1110,4538.4,859.89,183.07,18.02,49.65,17.86,1.93,0.0
20230401:1210,4498.14,888.62,156.59,18.02,48.18,18.84,1.66,0.0
20230401:1310,4038.42,760.41,160.11,16.03,42.96,19.36,1.38,0.0
20230401:1410,3287.88,567.34,156.47,12.87,35.1,19.91,1.31,0.0
20230401:1510,2274.72,359.75,130.58,9.07,25.67,19.89,1.03,0.0
20230401:1610,1061.22,162.71,84.61,5.01,15.41,19.46,0.62,0.0
20230401:1710,64.02,6.75,22.24,0.89,4.81,17.64,2.07,0.0
20230401:1810,0.0,0.0,0.0,0.0,0.0,15.41,2.76,0.0
20230401:1910,0.0,0.0,0.0,0.0,0.0,14.19,2.14,0.0
20230401:2010,0.0,0.0,0.0,0.0,0.0,12.47,2.48,0.0
20230401:2110,0.0,0.0,0.0,0.0,0.0,11.28,2.48,0.0
20230401:2210,0.0,0.0,0.0,0.0,0.0,10.71,1.66,0.0
20230401:2310,0.0,0.0,0.0,0.0,0.0,9.45,1.66,0.0
20230402:0010,0.0,0.0,0.0,0.0,0.0,8.29,1.93,0.0
20230402:0110,0.0,0.0,0.0,0.0,0.0,7.95,2.28,0.0
20230402:0210,0.0,0.0,0.0,0.0,0.0,7.86,2.21,0.0
20230402:0310,0.0,0.0,0.0,0.0,0.0,7.68,1.86,0.0
20230402:0410,0.0,0.0,0.0,0.0,0.0,7.52,1.72,0.0
20230402:0510,0.0,0.0,0.83,0.02,1.94,7.35,1.66,0.0
20230402:0610,26.82,0.0,14.2,0.36,12.55,8.31,1.31,0.0
20230402:0710,226.26,0.0,58.58,1.48,22.97,11.24,1.17,0.0
20230402:0810,494.76,0.0,111.84,2.82,32.73,12.88,1.79,0.0
20230402:0910,490.92,0.0,111.84,2.82,41.18,14.76,2.55,0.0
20230402:1010,3719.82,476.86,317.13,14.68,47.35,15.93,3.1,0.0
20230402:1110,4676.46,840.8,188.86,17.9,50.04,16.0,3.66,0.0
20230402:1210,2930.58,240.74,368.46,12.43,48.54,16.4,3.59,0.0
20230402:1310,203.52,0.0,55.03,1.39,43.27,16.65,3.31,0.0
20230402:1410,263.82,0.0,67.46,1.7,35.37,16.59,2.69,0.0
20230402:1510,177.9,0.0,49.7,1.25,25.91,16.69,2.0,0.0
20230402:1610,855.48,88.43,106.11,4.2,15.63,16.34,1.1,0.0
20230402:1710,63.0,9.55,20.93,1.03,5.03,15.27,0.9,0.0
20230402:1810,0.0,0.0,0.0,0.0,0.0,13.17,2.14,0.0
20230402:1910,0.0,0.0,0.0,0.0,0.0,12.52,1.79,0.0
20230402:2010,0.0,0.0,0.0,0.0,0.0,10.98,2.21,0.0
20230402:2110,0.0,0.0,0.0,0.0,0.0,9.92,2.21,0.0
20230402:2210,0.0,0.0,0.0,0.0,0.0,9.21,2.07,0.0
20230402:2310,0.0,0.0,0.0,0.0,0.0,8.55,1.86,0.0
20230403:0010,0.0,0.0,0.0,0.0,0.0,8.23,1.38,0.0
20230403:0110,0.0,0.0,0.0,0.0,0.0,9.04,0.97,0.0
20230403:0210,0.0,0.0,0.0,0.0,0.0,7.95,1.45,0.0
20230403:0310,0.0,0.0,0.0,0.0,0.0,7.34,2.0,0.0
20230403:0410,0.0,0.0,0.0,0.0,0.0,7.21,2.21,0.0
20230403:0510,0.0,0.0,2.48,0.07,2.26,7.21,2.07,0.0
20230403:0610,777.96,116.79,68.87,4.07,12.88,7.95,1.72,0.0
20230403:0710,2081.82,309.51,117.67,8.18,23.31,11.26,2.41,0.0
20230403:0810,3156.9,474.64,166.31,11.73,33.08,12.22,4.07,0.0
20230403:0910,4123.14,679.2,174.11,15.15,41.55,12.53,4.9,0.0
20230403:1010,4570.86,763.56,200.16,16.96,47.74,12.96,4.97,0.0
20230403:1110,3881.58,455.04,349.7,15.11,50.43,13.81,5.1,0.0
20230403:1210,4808.46,852.72,172.37,17.9,48.89,13.95,5.24,0.0
20230403:1310,4405.56,768.98,155.57,16.27,43.57,14.17,5.31,0.0
20230403:1410,3567.3,580.46,151.11,13.16,35.63,14.08,5.03,0.0
20230403:1510,2448.42,373.39,125.61,9.37,26.14,14.0,4.48,0.0
20230403:1610,1112.7,165.22,83.67,5.16,15.85,13.47,3.72,0.0
20230403:1710,69.0,10.02,21.97,1.12,5.24,12.73,2.76,0.0
20230403:1810,0.0,0.0,0.0,0.0,0.0,11.05,2.41,0.0
20230403:1910,0.0,0.0,0.0,0.0,0.0,10.54,3.1,0.0
20230403:2010,0.0,0.0,0.0,0.0,0.0,9.94,3.72,0.0
20230403:2110,0.0,0.0,0.0,0.0,0.0,9.48,4.69,0.0
20230403:2210,0.0,0.0,0.0,0.0,0.0,8.89,4.97,0.0
20230403:2310,0.0,0.0,0.0,0.0,0.0,8.11,4.76,0.0
20230404:0010,0.0,0.0,0.0,0.0,0.0,7.39,4.41,0.0
20230404:0110,0.0,0.0,0.0,0.0,0.0,6.83,3.86,0.0
20230404:0210,0.0,0.0,0.0,0.0,0.0,6.2,3.38,0.0
20230404:0310,0.0,0.0,0.0,0.0,0.0,5.61,3.17,0.0
20230404:0410,0.0,0.0,0.0,0.0,0.0,5.29,3.03,0.0
20230404:0510,2.88,0.0,6.6,0.18,2.59,4.92,2.9,0.0
20230404:0610,819.12,120.98,70.59,4.25,13.2,5.44,2.76,0.0
20230404:0710,2178.48,308.77,124.62,8.38,23.64,7.42,4.48,0.0
20230404:0810,3377.46,499.69,167.1,12.25,33.43,8.44,5.79,0.0
20230404:0910,4334.76,701.67,175.66,15.65,41.92,9.19,5.93,0.0
20230404:1010,4889.64,833.79,182.31,17.88,48.12,10.07,5.72,0.0
20230404:1110,5102.04,894.84,181.26,18.84,50.81,10.69,5.52,0.0
20230404:1210,4993.62,889.14,168.22,18.53,49.25,11.01,5.03,0.0
20230404:1310,4515.84,791.07,156.97,16.76,43.88,11.29,4.34,0.0
20230404:1410,3666.84,601.29,150.25,13.59,35.89,11.33,3.93,0.0
20230404:1510,2519.88,379.42,129.78,9.63,26.37,11.15,3.79,0.0
20230404:1610,1168.98,174.54,83.65,5.41,16.06,10.68,3.31,0.0
20230404:1710,70.08,12.33,21.26,1.27,5.46,9.92,2.28,0.0
20230404:1810,0.0,0.0,0.0,0.0,0.0,8.65,1.79,0.0
20230404:1910,0.0,0.0,0.0,0.0,0.0,7.16,1.59,0.0
20230404:2010,0.0,0.0,0.0,0.0,0.0,5.68,2.14,0.0
20230404:2110,0.0,0.0,0.0,0.0,0.0,5.01,2.55,0.0
20230404:2210,0.0,0.0,0.0,0.0,0.0,4.49,2.48,0.0
20230404:2310,0.0,0.0,0.0,0.0,0.0,4.04,2.21,0.0
20230405:0010,0.0,0.0,0.0,0.0,0.0,3.29,2.14,0.0
20230405:0110,0.0,0.0,0.0,0.0,0.0,2.93,1.86,0.0
20230405:0210,0.0,0.0,0.0,0.0,0.0,3.09,1.72,0.0
20230405:0310,0.0,0.0,0.0,0.0,0.0,2.99,1.66,0.0
20230405:0410,0.0,0.0,0.0,0.0,0.0,2.82,1.59,0.0
20230405:0510,7.56,0.0,8.25,0.22,2.91,2.44,1.66,0.0
20230405:0610,861.96,132.07,68.63,4.49,13.53,3.69,1.17,0.0
20230405:0710,2130.42,298.72,130.91,8.4,23.97,6.89,1.79,0.0
20230405:0810,3320.22,500.96,166.43,12.34,33.78,8.35,3.45,0.0
20230405:0910,4159.98,655.68,198.46,15.4,42.29,9.13,4.14,0.0
20230405:1010,4898.22,878.98,160.32,18.33,48.51,9.57,4.07,0.0
20230405:1110,4967.76,881.06,186.13,18.8,51.2,10.13,3.79,0.0
20230405:1210,3992.1,491.38,339.64,15.56,49.6,10.55,3.52,0.0
20230405:1310,4106.22,627.75,233.91,15.6,44.18,10.79,3.17,0.0
20230405:1410,3056.82,375.58,245.76,11.85,36.15,10.78,2.97,0.0
20230405:1510,2339.82,317.33,156.97,9.19,26.6,10.83,2.76,0.0
20230405:1610,1156.32,169.69,85.92,5.43,16.28,10.41,2.55,0.0
20230405:1710,71.4,12.59,21.46,1.34,5.67,9.61,2.28,0.0
20230405:1810,0.0,0.0,0.0,0.0,0.0,7.77,2.41,0.0
20230405:1910,0.0,0.0,0.0,0.0,0.0,6.76,1.52,0.0
20230405:2010,0.0,0.0,0.0,0.0,0.0,4.97,1.52,0.0
20230405:2110,0.0,0.0,0.0,0.0,0.0,3.82,1.66,0.0
20230405:2210,0.0,0.0,0.0,0.0,0.0,3.19,1.59,0.0
20230405:2310,0.0,0.0,0.0,0.0,0.0,3.81,1.24,0.0
20230406:0010,0.0,0.0,0.0,0.0,0.0,4.66,0.9,0.0
20230406:0110,0.0,0.0,0.0,0.0,0.0,4.16,0.55,0.0
20230406:0210,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0
20230406:0310,0.0,0.0,0.0,0.0,0.0,3.64,0.48,0.0
20230406:0410,0.0,0.0,0.0,0.0,0.0,3.36,0.9,0.0
20230406:0510,15.54,0.0,10.73,0.29,3.23,1.66,1.17,0.0
20230406:0610,828.42,113.31,77.14,4.34,13.85,3.1,0.76,0.0
20230406:0710,2141.58,305.13,129.56,8.56,24.3,5.58,0.41,0.0
20230406:0810,3176.58,492.44,170.88,12.36,34.12,8.59,0.48,0.0
20230406:0910,3980.1,691.89,179.69,15.74,42.66,10.1,0.55,0.0
20230406:1010,4444.86,820.79,187.61,17.95,48.89,11.32,0.69,0.0
20230406:1110,4606.08,880.2,185.44,18.86,51.58,12.36,0.69,0.0
20230406:1210,4520.16,874.31,172.51,18.55,49.94,13.15,0.62,0.0
20230406:1310,4172.1,787.85,156.82,16.9,44.48,13.71,0.62,0.0
20230406:1410,3423.96,581.59,158.52,13.59,36.41,14.05,0.83,0.0
20230406:1510,2409.42,372.24,132.53,9.72,26.83,14.21,1.24,0.0
20230406:1610,1091.16,152.38,93.51,5.32,16.49,13.97,1.38,0.0
20230406:1710,100.74,3.84,31.3,1.01,5.88,13.29,1.1,0.0
20230406:1810,0.0,0.0,0.0,0.0,0.0,11.22,1.66,0.0
20230406:1910,0.0,0.0,0.0,0.0,0.0,9.62,1.31,0.0
20230406:2010,0.0,0.0,0.0,0.0,0.0,7.12,1.86,0.0
20230406:2110,0.0,0.0,0.0,0.0,0.0,5.89,1.93,0.0
20230406:2210,0.0,0.0,0.0,0.0,0.0,5.15,1.93,0.0
